direction_id,pair,block_id,source,target,source_range,target_range,requirement_no,required_explanation,contrary_evidence,response_model
matthew_used_mark,Mark↔Matthew,2,Mark,Matthew,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,3,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,2,Mark,Matthew,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,4,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,2,Mark,Matthew,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,5,Matthew has a higher present-indicative ratio in the span (0.4286 vs 0.1538); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,2,Matthew,Mark,Matt 3:11–Matt 4:2,Mark 1:8–Mark 1:13,1,"Mark span is shorter (94 vs 175); this requires abbreviation, omission, or condensation.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,2,Matthew,Mark,Matt 3:11–Matt 4:2,Mark 1:8–Mark 1:13,2,"Within the span Mark lacks 3 relative Matthean verses, which requires omission or stronger compression.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,2,Matthew,Mark,Matt 3:11–Matt 4:2,Mark 1:8–Mark 1:13,3,Mark has more tempo markers (2 vs 1); Matthew→Mark implies intensification or vividization.,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,2,Matthew,Mark,Matt 3:11–Matt 4:2,Mark 1:8–Mark 1:13,4,Matthew→Mark would require de-scripturalization or removal of explicit citation markers (1→0).,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,2,Matthew,Mark,Matt 3:11–Matt 4:2,Mark 1:8–Mark 1:13,5,Matthew→Mark would fit smoothing away from present-tense vividness (0.4286→0.1538).,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,3,Mark,Matthew,Mark 1:15–Mark 1:21,Matt 4:17–Matt 4:23,1,"Matthew span is longer (131 tokens vs 112); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,3,Mark,Matthew,Mark 1:15–Mark 1:21,Matt 4:17–Matt 4:23,2,Mark has more tempo markers εὐθύς/εὐθέως in this span (3 vs 2); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,3,Mark,Matthew,Mark 1:15–Mark 1:21,Matt 4:17–Matt 4:23,3,Mark uses βασιλεία τοῦ θεοῦ (1) while Matthew uses βασιλεία τῶν οὐρανῶν (1); Mark→Matthew implies terminology substitution.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,3,Mark,Matthew,Mark 1:15–Mark 1:21,Matt 4:17–Matt 4:23,4,Mark has more scriptural markers in-span (1 vs 0); Mark→Matthew would require their reduction.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,3,Mark,Matthew,Mark 1:15–Mark 1:21,Matt 4:17–Matt 4:23,5,Before this block Matthew has an inserted/repositioned interval of 14 verses (Matt 4:3–Matt 4:16) compared with 1 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,3,Matthew,Mark,Matt 4:17–Matt 4:23,Mark 1:15–Mark 1:21,1,"Mark span is shorter (112 vs 131); this requires abbreviation, omission, or condensation.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,3,Matthew,Mark,Matt 4:17–Matt 4:23,Mark 1:15–Mark 1:21,2,Mark has more tempo markers (3 vs 2); Matthew→Mark implies intensification or vividization.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,3,Matthew,Mark,Matt 4:17–Matt 4:23,Mark 1:15–Mark 1:21,3,The same contrast requires Matthew→Mark to replace βασιλεία τῶν οὐρανῶν with βασιλεία τοῦ θεοῦ.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,3,Matthew,Mark,Matt 4:17–Matt 4:23,Mark 1:15–Mark 1:21,4,Matthew→Mark would require added explicit citation markers (0→1).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,3,Matthew,Mark,Matt 4:17–Matt 4:23,Mark 1:15–Mark 1:21,5,Before this block Mark lacks a Matthean interval of 14 verses (Matt 4:3–Matt 4:16); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,4,Mark,Matthew,Mark 1:22–Mark 1:22,Matt 7:29–Matt 7:29,1,"Matthew span is shorter (13 vs 18); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,4,Mark,Matthew,Mark 1:22–Mark 1:22,Matt 7:29–Matt 7:29,2,Alignment confidence is low; either direction would require more thematic redistribution or partial reuse assumptions.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,4,Mark,Matthew,Mark 1:22–Mark 1:22,Matt 7:29–Matt 7:29,3,Before this block Matthew has an inserted/repositioned interval of 112 verses (Matt 4:24–Matt 7:28) compared with 0 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,4,Matthew,Mark,Matt 7:29–Matt 7:29,Mark 1:22–Mark 1:22,1,"Mark span is longer (18 vs 13); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,4,Matthew,Mark,Matt 7:29–Matt 7:29,Mark 1:22–Mark 1:22,2,Alignment confidence is low; either direction would require more thematic redistribution or partial reuse assumptions.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,4,Matthew,Mark,Matt 7:29–Matt 7:29,Mark 1:22–Mark 1:22,3,Before this block Mark lacks a Matthean interval of 112 verses (Matt 4:24–Matt 7:28); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,5,Mark,Matthew,Mark 1:40–Mark 2:1,Matt 8:2–Matt 8:5,1,"Matthew span is shorter (62 vs 110); this requires abbreviation, omission, or simplification.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,5,Mark,Matthew,Mark 1:40–Mark 2:1,Matt 8:2–Matt 8:5,2,"Within the span Mark has more unmatched verses (3 vs Matthew 0), which requires Matthew to compress, omit, or redistribute more material.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,5,Mark,Matthew,Mark 1:40–Mark 2:1,Matt 8:2–Matt 8:5,3,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,5,Mark,Matthew,Mark 1:40–Mark 2:1,Matt 8:2–Matt 8:5,4,Before this block Mark has an unmatched interval of 17 verses (Mark 1:23–Mark 1:39) compared with 1 in Matthew.,Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,5,Matthew,Mark,Matt 8:2–Matt 8:5,Mark 1:40–Mark 2:1,1,"Mark span is longer (110 vs 62); this requires expansion, vividization, or added detail.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,5,Matthew,Mark,Matt 8:2–Matt 8:5,Mark 1:40–Mark 2:1,2,"Within the span Mark preserves more unmatched material (3 vs 0), which fits Markan expansion, retention, or de-grouping.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,5,Matthew,Mark,Matt 8:2–Matt 8:5,Mark 1:40–Mark 2:1,3,Mark has more tempo markers (2 vs 1); Matthew→Mark implies intensification or vividization.,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,5,Matthew,Mark,Matt 8:2–Matt 8:5,Mark 1:40–Mark 2:1,4,"Before this block Matthew lacks a Markan interval of 17 verses (Mark 1:23–Mark 1:39); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,6,Mark,Matthew,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,1,"Matthew span is shorter (313 vs 375); this requires abbreviation, omission, or simplification.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,6,Mark,Matthew,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,2,"Within the span Mark has more unmatched verses (3 vs Matthew 1), which requires Matthew to compress, omit, or redistribute more material.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,6,Mark,Matthew,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,3,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 0); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,6,Mark,Matthew,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,4,Before this block Matthew has an inserted/repositioned interval of 30 verses (Matt 8:6–Matt 9:1) compared with 3 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,6,Matthew,Mark,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,1,"Mark span is longer (375 vs 313); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,6,Matthew,Mark,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,2,"Within the span Mark preserves more unmatched material (3 vs 1), which fits Markan expansion, retention, or de-grouping.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,6,Matthew,Mark,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,3,Mark has more tempo markers (2 vs 0); Matthew→Mark implies intensification or vividization.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,6,Matthew,Mark,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,4,Before this block Mark lacks a Matthean interval of 30 verses (Matt 8:6–Matt 9:1); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,7,Mark,Matthew,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,1,Span lengths are close (223 vs 240); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,7,Mark,Matthew,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,2,"Within the span Matthew has more unmatched verses (3 vs Mark 1), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,7,Mark,Matthew,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,3,Mark has more tempo markers εὐθύς/εὐθέως in this span (1 vs 0); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,7,Mark,Matthew,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,4,Before this block Matthew has an inserted/repositioned interval of 93 verses (Matt 9:18–Matt 11:30) compared with 0 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,7,Matthew,Mark,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,1,Span lengths are close (223 vs 240); neither direction is decided by block length alone.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,7,Matthew,Mark,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,2,"Within the span Mark lacks 2 relative Matthean verses, which requires omission or stronger compression.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,7,Matthew,Mark,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,3,Mark has more tempo markers (1 vs 0); Matthew→Mark implies intensification or vividization.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,7,Matthew,Mark,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,4,Before this block Mark lacks a Matthean interval of 93 verses (Matt 9:18–Matt 11:30); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,8,Mark,Matthew,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,1,"Matthew span is longer (200 tokens vs 147); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,8,Mark,Matthew,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,2,"Within the span Matthew has more unmatched verses (3 vs Mark 2), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,8,Mark,Matthew,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,3,Before this block Mark has an unmatched interval of 13 verses (Mark 3:8–Mark 3:20) compared with 7 in Matthew.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,8,Matthew,Mark,Matt 12:23–Matt 12:32,Mark 3:21–Mark 3:29,1,"Mark span is shorter (147 vs 200); this requires abbreviation, omission, or condensation.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,8,Matthew,Mark,Matt 12:23–Matt 12:32,Mark 3:21–Mark 3:29,2,"Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,8,Matthew,Mark,Matt 12:23–Matt 12:32,Mark 3:21–Mark 3:29,3,"Before this block Matthew lacks a Markan interval of 13 verses (Mark 3:8–Mark 3:20); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,9,Mark,Matthew,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,1,Span lengths are close (267 vs 253); neither direction is decided by block length alone.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,9,Mark,Matthew,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,2,Mark uses βασιλεία τοῦ θεοῦ (1) while Matthew uses βασιλεία τῶν οὐρανῶν (1); Mark→Matthew implies terminology substitution.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,9,Mark,Matthew,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,3,Mark has a higher present-indicative ratio in the span (0.2564 vs 0.1333); Mark→Matthew fits verbal smoothing away from present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,9,Mark,Matthew,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,4,Before this block Matthew has an inserted/repositioned interval of 13 verses (Matt 12:33–Matt 12:45) compared with 1 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,9,Matthew,Mark,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,1,Span lengths are close (267 vs 253); neither direction is decided by block length alone.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,9,Matthew,Mark,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,2,The same contrast requires Matthew→Mark to replace βασιλεία τῶν οὐρανῶν with βασιλεία τοῦ θεοῦ.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,9,Matthew,Mark,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,3,Matthew→Mark would require present-tense vividization (0.1333→0.2564).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
mark_used_matthew,Mark↔Matthew,9,Matthew,Mark,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,4,Before this block Mark lacks a Matthean interval of 13 verses (Matt 12:33–Matt 12:45); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
matthew_used_mark,Mark↔Matthew,10,Mark,Matthew,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,1,Span lengths are close (132 vs 129); neither direction is decided by block length alone.,Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,10,Mark,Matthew,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,2,"Within the span Mark has more unmatched verses (1 vs Matthew 0), which requires Matthew to compress, omit, or redistribute more material.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
matthew_used_mark,Mark↔Matthew,10,Mark,Matthew,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,3,Mark has more tempo markers εὐθύς/εὐθέως in this span (3 vs 2); Mark→Matthew implies tempo smoothing or de-intensification.,Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
mark_used_matthew,Mark↔Matthew,10,Matthew,Mark,Matt 13:18–Matt 13:23,Mark 4:14–Mark 4:20,1,Span lengths are close (132 vs 129); neither direction is decided by block length alone.,Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
