book,ref,original_idx,masked_as_markan,mask_rule,best_mark_ref,best_mark_original_idx,best_mark_score,best_mark_base_score,best_mark_lcs,best_mark_shared_content_lemmas,best_mark_rare_shared_lemmas,best_window_mark_ref,best_window_score,in_markan_chain,chain_mark_ref,chain_score,local_cluster,token_count,content_token_count,text
Matt,Matt 1:21,21,False,unmasked_non_markan,Mark 13:13,511,0.127392,0.163323,0.0,2,0,,0.0,False,,0.0,False,19,8,"τέξεται δὲ υἱὸν καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν, αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν."
Matt,Matt 1:22,22,False,unmasked_non_markan,Mark 12:30,484,0.239912,0.274612,0.142857,2,0,,0.0,False,,0.0,False,14,7,τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος·
Matt,Matt 1:23,23,False,unmasked_non_markan,Mark 13:17,515,0.192951,0.230279,0.0,2,1,,0.0,False,,0.0,False,22,11,"Ἰδοὺ ἡ παρθένος ἐν γαστρὶ ἕξει καὶ τέξεται υἱόν, καὶ καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ· ὅ ἐστιν μεθερμηνευόμενον Μεθ’ ἡμῶν ὁ θεός."
Matt,Matt 1:24,24,False,unmasked_non_markan,Mark 1:44,44,0.086936,0.094362,0.0,1,1,,0.0,False,,0.0,False,19,9,⸀ἐγερθεὶς δὲ ὁ Ἰωσὴφ ἀπὸ τοῦ ὕπνου ἐποίησεν ὡς προσέταξεν αὐτῷ ὁ ἄγγελος κυρίου καὶ παρέλαβεν τὴν γυναῖκα αὐτοῦ·
Matt,Matt 1:25,25,False,unmasked_non_markan,Mark 5:9,158,0.136916,0.175534,0.0,1,0,,0.0,False,,0.0,False,14,7,καὶ οὐκ ἐγίνωσκεν αὐτὴν ἕως οὗ ἔτεκεν ⸀υἱόν· καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Ἰησοῦν.
Matt,Matt 2:1,26,False,unmasked_non_markan,Mark 6:14,206,0.078387,0.100497,0.0,2,0,,0.0,False,,0.0,False,20,11,"Τοῦ δὲ Ἰησοῦ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα"
Matt,Matt 2:2,27,False,unmasked_non_markan,Mark 15:2,609,0.207551,0.248997,0.0,4,1,,0.0,False,,0.0,False,20,11,λέγοντες· Ποῦ ἐστιν ὁ τεχθεὶς βασιλεὺς τῶν Ἰουδαίων; εἴδομεν γὰρ αὐτοῦ τὸν ἀστέρα ἐν τῇ ἀνατολῇ καὶ ἤλθομεν προσκυνῆσαι αὐτῷ.
Matt,Matt 2:3,28,False,unmasked_non_markan,Mark 6:14,206,0.298214,0.266941,0.5,3,0,,0.0,False,,0.0,False,11,6,"ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ,"
Matt,Matt 2:4,29,False,unmasked_non_markan,Mark 14:53,588,0.17848,0.228821,0.0,3,0,,0.0,False,,0.0,False,16,9,καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ ὁ χριστὸς γεννᾶται.
Matt,Matt 2:5,30,False,unmasked_non_markan,Mark 6:15,207,0.132508,0.169882,0.0,2,0,,0.0,False,,0.0,False,14,6,οἱ δὲ εἶπαν αὐτῷ· Ἐν Βηθλέεμ τῆς Ἰουδαίας· οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·
Matt,Matt 2:6,31,False,unmasked_non_markan,Mark 3:19,92,0.144437,0.168082,0.0,1,1,,0.0,False,,0.0,False,24,13,"Καὶ σύ, Βηθλέεμ γῆ Ἰούδα, οὐδαμῶς ἐλαχίστη εἶ ἐν τοῖς ἡγεμόσιν Ἰούδα· ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ."
Matt,Matt 2:7,32,False,unmasked_non_markan,Mark 13:25,523,0.098609,0.109328,0.0,1,1,,0.0,False,,0.0,False,14,9,"Τότε Ἡρῴδης λάθρᾳ καλέσας τοὺς μάγους ἠκρίβωσεν παρ’ αὐτῶν τὸν χρόνον τοῦ φαινομένου ἀστέρος,"
Matt,Matt 2:8,33,False,unmasked_non_markan,Mark 16:10,663,0.114259,0.146486,0.0,2,0,,0.0,False,,0.0,False,22,11,"καὶ πέμψας αὐτοὺς εἰς Βηθλέεμ εἶπεν· Πορευθέντες ⸂ἐξετάσατε ἀκριβῶς⸃ περὶ τοῦ παιδίου· ἐπὰν δὲ εὕρητε, ἀπαγγείλατέ μοι, ὅπως κἀγὼ ἐλθὼν προσκυνήσω αὐτῷ."
Matt,Matt 2:9,34,False,unmasked_non_markan,Mark 14:28,563,0.13412,0.154855,0.0,1,1,,0.0,False,,0.0,False,25,12,"οἱ δὲ ἀκούσαντες τοῦ βασιλέως ἐπορεύθησαν, καὶ ἰδοὺ ὁ ἀστὴρ ὃν εἶδον ἐν τῇ ἀνατολῇ προῆγεν αὐτούς, ἕως ἐλθὼν ⸀ἐστάθη ἐπάνω οὗ ἦν τὸ παιδίον."
Matt,Matt 2:10,35,False,unmasked_non_markan,Mark 16:4,657,0.202528,0.242557,0.0,2,1,,0.0,False,,0.0,False,8,6,ἰδόντες δὲ τὸν ἀστέρα ἐχάρησαν χαρὰν μεγάλην σφόδρα.
Matt,Matt 2:11,36,False,unmasked_non_markan,Mark 10:13,383,0.113301,0.145258,0.0,2,0,,0.0,False,,0.0,False,30,15,"καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον μετὰ Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα, χρυσὸν καὶ λίβανον καὶ σμύρναν."
Matt,Matt 2:12,37,False,unmasked_non_markan,Mark 5:10,159,0.136224,0.157552,0.0,2,1,,0.0,False,,0.0,False,16,9,καὶ χρηματισθέντες κατ’ ὄναρ μὴ ἀνακάμψαι πρὸς Ἡρῴδην δι’ ἄλλης ὁδοῦ ἀνεχώρησαν εἰς τὴν χώραν αὐτῶν.
Matt,Matt 2:13,38,False,unmasked_non_markan,Mark 5:40,189,0.294206,0.261803,0.5,4,0,,0.0,False,,0.0,False,40,21,"Ἀναχωρησάντων δὲ αὐτῶν ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ λέγων· Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ φεῦγε εἰς Αἴγυπτον, καὶ ἴσθι ἐκεῖ ἕως ἂν εἴπω σοι· μέλλει γὰρ Ἡρῴδης ζητεῖν τὸ παιδίον τοῦ ἀπολέσαι αὐτό."
Matt,Matt 2:14,39,False,unmasked_non_markan,Mark 5:40,189,0.303518,0.290224,0.428571,3,0,,0.0,False,,0.0,False,15,7,"ὁ δὲ ἐγερθεὶς παρέλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ νυκτὸς καὶ ἀνεχώρησεν εἰς Αἴγυπτον,"
Matt,Matt 2:15,40,False,unmasked_non_markan,Mark 6:15,207,0.119888,0.153702,0.0,3,0,,0.0,False,,0.0,False,23,12,καὶ ἦν ἐκεῖ ἕως τῆς τελευτῆς Ἡρῴδου· ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος· Ἐξ Αἰγύπτου ἐκάλεσα τὸν υἱόν μου.
Matt,Matt 2:16,41,False,unmasked_non_markan,Mark 7:31,278,0.079848,0.085275,0.0,1,1,,0.0,False,,0.0,False,37,19,"Τότε Ἡρῴδης ἰδὼν ὅτι ἐνεπαίχθη ὑπὸ τῶν μάγων ἐθυμώθη λίαν, καὶ ἀποστείλας ἀνεῖλεν πάντας τοὺς παῖδας τοὺς ἐν Βηθλέεμ καὶ ἐν πᾶσι τοῖς ὁρίοις αὐτῆς ἀπὸ διετοῦς καὶ κατωτέρω, κατὰ τὸν χρόνον ὃν ἠκρίβωσεν παρὰ τῶν μάγων."
Matt,Matt 2:17,42,False,unmasked_non_markan,Mark 6:15,207,0.158468,0.203164,0.0,2,0,,0.0,False,,0.0,False,9,6,τότε ἐπληρώθη τὸ ῥηθὲν ⸀διὰ Ἰερεμίου τοῦ προφήτου λέγοντος·
Matt,Matt 2:18,43,False,unmasked_non_markan,Mark 9:40,362,0.140331,0.179912,0.0,2,0,,0.0,False,,0.0,False,20,14,"Φωνὴ ἐν Ῥαμὰ ⸀ἠκούσθη, κλαυθμὸς καὶ ὀδυρμὸς πολύς· Ῥαχὴλ κλαίουσα τὰ τέκνα αὐτῆς, καὶ οὐκ ἤθελεν παρακληθῆναι ὅτι οὐκ εἰσίν."
Matt,Matt 2:19,44,False,unmasked_non_markan,Mark 9:48,368,0.097236,0.107567,0.0,1,1,,0.0,False,,0.0,False,14,8,Τελευτήσαντος δὲ τοῦ Ἡρῴδου ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ ἐν Αἰγύπτῳ
Matt,Matt 2:20,45,False,unmasked_non_markan,Mark 5:40,189,0.331288,0.332421,0.4,3,0,,0.0,False,,0.0,False,22,12,"λέγων· Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ πορεύου εἰς γῆν Ἰσραήλ, τεθνήκασιν γὰρ οἱ ζητοῦντες τὴν ψυχὴν τοῦ παιδίου."
Matt,Matt 2:21,46,False,unmasked_non_markan,Mark 5:40,189,0.336298,0.33225,0.428571,3,0,,0.0,False,,0.0,False,15,7,ὁ δὲ ἐγερθεὶς παρέλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ ⸀εἰσῆλθεν εἰς γῆν Ἰσραήλ.
Matt,Matt 2:22,47,False,unmasked_non_markan,Mark 3:7,80,0.162621,0.191395,0.0,3,1,,0.0,False,,0.0,False,25,14,"ἀκούσας δὲ ὅτι Ἀρχέλαος ⸀βασιλεύει τῆς Ἰουδαίας ἀντὶ ⸂τοῦ πατρὸς αὐτοῦ Ἡρῴδου⸃ ἐφοβήθη ἐκεῖ ἀπελθεῖν· χρηματισθεὶς δὲ κατ’ ὄναρ ἀνεχώρησεν εἰς τὰ μέρη τῆς Γαλιλαίας,"
Matt,Matt 2:23,48,False,unmasked_non_markan,Mark 1:9,9,0.14561,0.169585,0.0,2,1,,0.0,False,,0.0,False,17,11,"καὶ ἐλθὼν κατῴκησεν εἰς πόλιν λεγομένην Ναζαρέτ, ὅπως πληρωθῇ τὸ ῥηθὲν διὰ τῶν προφητῶν ὅτι Ναζωραῖος κληθήσεται."
Matt,Matt 3:1,49,False,unmasked_non_markan,Mark 8:28,312,0.170221,0.201138,0.0,2,1,,0.0,False,,0.0,False,15,7,Ἐν δὲ ταῖς ἡμέραις ἐκείναις παραγίνεται Ἰωάννης ὁ βαπτιστὴς κηρύσσων ἐν τῇ ἐρήμῳ τῆς Ἰουδαίας
Matt,Matt 3:2,50,False,unmasked_non_markan,Mark 1:15,15,0.439233,0.407564,0.6,4,1,,0.0,False,,0.0,False,9,5,"⸀καὶ λέγων· Μετανοεῖτε, ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν."
Matt,Matt 3:3,51,True,strict_verse,Mark 1:3,3,0.863156,0.841653,1.0,9,2,,0.0,True,Mark 1:3,0.841653,True,24,14,"οὗτος γάρ ἐστιν ὁ ῥηθεὶς ⸀διὰ Ἠσαΐου τοῦ προφήτου λέγοντος· Φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ."
Matt,Matt 3:4,52,True,strict_verse,Mark 1:6,6,0.712705,0.689365,0.75,10,8,,0.0,True,Mark 1:6,0.689365,True,27,13,"αὐτὸς δὲ ὁ Ἰωάννης εἶχεν τὸ ἔνδυμα αὐτοῦ ἀπὸ τριχῶν καμήλου καὶ ζώνην δερματίνην περὶ τὴν ὀσφὺν αὐτοῦ, ἡ δὲ τροφὴ ⸂ἦν αὐτοῦ⸃ ἀκρίδες καὶ μέλι ἄγριον."
Matt,Matt 3:5,53,True,local_cluster,Mark 1:5,5,0.396281,0.329634,0.625,4,2,,0.0,False,,0.0,True,15,8,"τότε ἐξεπορεύετο πρὸς αὐτὸν Ἱεροσόλυμα καὶ πᾶσα ἡ Ἰουδαία καὶ πᾶσα ἡ περίχωρος τοῦ Ἰορδάνου,"
Matt,Matt 3:6,54,True,strict_verse,Mark 1:5,5,0.738533,0.664786,1.0,5,3,,0.0,False,,0.0,True,12,5,καὶ ἐβαπτίζοντο ἐν τῷ Ἰορδάνῃ ⸀ποταμῷ ὑπ’ αὐτοῦ ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν.
Matt,Matt 3:7,55,False,unmasked_non_markan,Mark 12:18,472,0.135877,0.157107,0.0,3,1,,0.0,False,,0.0,False,24,13,"Ἰδὼν δὲ πολλοὺς τῶν Φαρισαίων καὶ Σαδδουκαίων ἐρχομένους ἐπὶ τὸ βάπτισμα ⸀αὐτοῦ εἶπεν αὐτοῖς· Γεννήματα ἐχιδνῶν, τίς ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς;"
Matt,Matt 3:8,56,False,unmasked_non_markan,Mark 1:4,4,0.132292,0.152511,0.0,1,1,,0.0,False,,0.0,False,6,4,ποιήσατε οὖν καρπὸν ἄξιον τῆς μετανοίας
Matt,Matt 3:9,57,False,unmasked_non_markan,Mark 12:26,480,0.178533,0.228889,0.0,4,0,,0.0,False,,0.0,False,25,13,"καὶ μὴ δόξητε λέγειν ἐν ἑαυτοῖς· Πατέρα ἔχομεν τὸν Ἀβραάμ, λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ."
Matt,Matt 3:10,58,False,unmasked_non_markan,Mark 8:24,308,0.147687,0.172248,0.0,1,1,,0.0,False,,0.0,False,22,14,ἤδη ⸀δὲ ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται· πᾶν οὖν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.
Matt,Matt 3:11,59,True,strict_verse,Mark 1:8,8,0.607478,0.530954,1.0,4,1,,0.0,True,Mark 1:8,0.530954,True,31,15,"Ἐγὼ μὲν ⸂ὑμᾶς βαπτίζω⸃ ἐν ὕδατι εἰς μετάνοιαν· ὁ δὲ ὀπίσω μου ἐρχόμενος ἰσχυρότερός μού ἐστιν, οὗ οὐκ εἰμὶ ἱκανὸς τὰ ὑποδήματα βαστάσαι· αὐτὸς ὑμᾶς βαπτίσει ἐν πνεύματι ἁγίῳ ⸂καὶ πυρί⸃·"
Matt,Matt 3:12,60,False,unmasked_non_markan,Mark 9:43,365,0.157419,0.184725,0.0,3,1,,0.0,False,,0.0,False,26,11,"οὗ τὸ πτύον ἐν τῇ χειρὶ αὐτοῦ, καὶ διακαθαριεῖ τὴν ἅλωνα αὐτοῦ καὶ συνάξει τὸν σῖτον αὐτοῦ εἰς τὴν ⸀ἀποθήκην, τὸ δὲ ἄχυρον κατακαύσει πυρὶ ἀσβέστῳ."
Matt,Matt 3:13,61,True,chain_context,Mark 1:9,9,0.462977,0.444598,0.571429,5,1,,0.0,True,Mark 1:9,0.444598,True,17,7,Τότε παραγίνεται ὁ Ἰησοῦς ἀπὸ τῆς Γαλιλαίας ἐπὶ τὸν Ἰορδάνην πρὸς τὸν Ἰωάννην τοῦ βαπτισθῆναι ὑπ’ αὐτοῦ.
Matt,Matt 3:14,62,False,unmasked_non_markan,Mark 11:3,425,0.18595,0.221304,0.0,3,1,,0.0,False,,0.0,False,17,7,"ὁ δὲ ⸀Ἰωάννης διεκώλυεν αὐτὸν λέγων· Ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι, καὶ σὺ ἔρχῃ πρός με;"
Matt,Matt 3:15,63,False,unmasked_non_markan,Mark 11:6,428,0.314268,0.287523,0.5,3,0,,0.0,False,,0.0,False,20,13,"ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν ⸂πρὸς αὐτόν⸃· Ἄφες ἄρτι, οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην. τότε ἀφίησιν αὐτόν."
Matt,Matt 3:16,64,True,strict_verse,Mark 1:10,10,0.570036,0.542781,0.666667,8,2,,0.0,True,Mark 1:10,0.542781,True,24,13,"⸂βαπτισθεὶς δὲ⸃ ὁ Ἰησοῦς ⸂εὐθὺς ἀνέβη⸃ ἀπὸ τοῦ ὕδατος· καὶ ἰδοὺ ⸀ἠνεῴχθησαν οἱ οὐρανοί, καὶ εἶδεν ⸀πνεῦμα θεοῦ καταβαῖνον ὡσεὶ ⸀περιστερὰν ἐρχόμενον ἐπ’ αὐτόν·"
Matt,Matt 3:17,65,True,strict_verse,Mark 1:11,11,0.77977,0.767715,0.857143,6,2,,0.0,True,Mark 1:11,0.767715,True,17,7,"καὶ ἰδοὺ φωνὴ ἐκ τῶν οὐρανῶν λέγουσα· Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ἐν ᾧ εὐδόκησα."
Matt,Matt 4:1,66,False,unmasked_non_markan,Mark 1:12,12,0.18024,0.231077,0.0,2,0,,0.0,False,,0.0,False,14,7,"Τότε ὁ Ἰησοῦς ἀνήχθη εἰς τὴν ἔρημον ὑπὸ τοῦ πνεύματος, πειρασθῆναι ὑπὸ τοῦ διαβόλου."
Matt,Matt 4:2,67,False,unmasked_non_markan,Mark 1:13,13,0.192181,0.229292,0.0,2,1,,0.0,False,,0.0,False,9,7,καὶ νηστεύσας ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα ὕστερον ἐπείνασεν.
Matt,Matt 4:3,68,False,unmasked_non_markan,Mark 12:15,469,0.134255,0.155028,0.0,2,1,,0.0,False,,0.0,False,18,10,"καὶ προσελθὼν ⸂ὁ πειράζων εἶπεν αὐτῷ⸃· Εἰ υἱὸς εἶ τοῦ θεοῦ, εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται."
Matt,Matt 4:4,69,False,unmasked_non_markan,Mark 7:20,267,0.17671,0.209457,0.0,3,1,,0.0,False,,0.0,False,20,13,"ὁ δὲ ἀποκριθεὶς εἶπεν· Γέγραπται· Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ⸀ὁ ἄνθρωπος, ἀλλ’ ⸀ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ."
