model_id,direction_id,pair,unit_id,source_range,target_range,obligation_type,required_explanation,contrary_evidence,response_model,basis
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,"Within the span Mark has more unmatched verses (2 vs Matthew 0), which requires Matthew to compress, omit, or redistribute more material.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,"Within the span Mark has more unmatched verses (2 vs Matthew 0), which requires Matthew to compress, omit, or redistribute more material.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.3333 vs 0.0); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_1,Mark 1:3–Mark 1:6,Matt 3:3–Matt 3:4,pericope_direction_requirement,Before this block Matthew has an inserted/repositioned interval of 50 verses (Matt 1:1–Matt 3:2) compared with 2 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,"Mark span is longer (71 vs 51); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,"Mark span is longer (71 vs 51); this requires expansion, vividization, or added detail.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,"Within the span Mark preserves more unmatched material (2 vs 0), which fits Markan expansion, retention, or de-grouping.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,"Within the span Mark preserves more unmatched material (2 vs 0), which fits Markan expansion, retention, or de-grouping.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,Matthew→Mark would fit smoothing away from present-tense vividness (0.3333→0.0).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,Matthew→Mark would fit smoothing away from present-tense vividness (0.3333→0.0).,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
griesbach_two_gospel,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,Before this block Mark lacks a Matthean interval of 50 verses (Matt 1:1–Matt 3:2); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
augustinian_matthew_mark_luke,mark_used_matthew,Mark↔Matthew,Mark_Matthew_block_1,Matt 3:3–Matt 3:4,Mark 1:3–Mark 1:6,pericope_direction_requirement,Before this block Mark lacks a Matthean interval of 50 verses (Matt 1:1–Matt 3:2); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Matthew span is longer (175 tokens vs 94); this requires expansion, insertion, or fuller retelling.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,"Within the span Matthew has more unmatched verses (3 vs Mark 0), which fits added material or redistribution into the Matthean span.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 1); Mark→Matthew implies tempo smoothing or de-intensification.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
proto_mark_plus_sayings:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
oral_tradition_network:optional,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has more explicit scriptural markers in-span (1 vs 0); Mark→Matthew implies scripturalization or explicit citation.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
markan_priority_matthew_and_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.4286 vs 0.1538); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
two_source_mark_q,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.4286 vs 0.1538); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
farrer_mark_matthew_luke,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.4286 vs 0.1538); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
matthew_used_luke_plus_mark_like,matthew_used_mark,Mark↔Matthew,Mark_Matthew_block_2,Mark 1:8–Mark 1:13,Matt 3:11–Matt 4:2,pericope_direction_requirement,Matthew has a higher present-indicative ratio in the span (0.4286 vs 0.1538); Mark→Matthew would require added present-tense vividness.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.,directional_model_requirements_by_pericope
